15233 58891
6218 6219 0.125000
6218 3908 0.038462
6218 6219 0.125000
6220 481 0.032258
6220 613 0.021739
6220 481 0.032258
6220 481 0.032258
6220 481 0.032258
6220 887 0.030303
6220 481 0.032258
6220 481 0.032258
6221 985 0.037037
6221 537 0.142857
6221 7084 0.250000
6221 7084 0.250000
6221 12680 0.500000
6221 12680 0.500000
6222 1883 0.333333
6223 6224 1.000000
6225 1514 0.038462
6225 1894 0.100000
6225 1514 0.038462
6225 3052 0.083333
6225 13815 0.500000
6225 13832 1.000000
6226 6227 0.333333
6226 6227 0.333333
6226 6227 0.333333
6227 6226 1.000000
6228 5080 0.090909
6229 6230 0.250000
6229 6230 0.250000
6229 6560 1.000000
6229 1746 0.200000
6229 367 0.047619
6229 4576 0.071429
6229 1313 0.028571
6232 6233 0.083333
6232 6233 0.083333
6232 6233 0.083333
6232 6233 0.083333
6232 6233 0.083333
6232 2729 0.090909
6234 3173 0.125000
6234 3173 0.125000
6234 3174 0.050000
6235 2551 0.062500
6235 273 0.062500
6235 6894 0.055556
6235 273 0.062500
6235 6894 0.055556
6235 2551 0.062500
6235 6894 0.055556
6235 613 0.021739
6235 887 0.030303
6235 2005 0.041667
6235 876 0.050000
6235 2005 0.041667
6235 613 0.021739
6235 887 0.030303
6237 6238 0.200000
6237 3028 0.045455
6237 5580 0.142857
6237 6238 0.200000
6237 3028 0.045455
6237 7227 0.333333
6237 6238 0.200000
6237 3028 0.045455
6237 6238 0.200000
6237 3028 0.045455
6237 6238 0.200000
6237 3028 0.045455
6237 10535 0.200000
6237 3028 0.045455
6237 10535 0.200000
6237 3028 0.045455
6237 10535 0.200000
6237 3028 0.045455
6238 3028 0.045455
6238 5580 0.142857
6238 3028 0.045455
6238 7227 0.333333
6238 3028 0.045455
6238 8525 0.333333
6238 8526 0.200000
6238 3028 0.045455
6238 3028 0.045455
6238 3028 0.045455
6239 200 0.009434
6239 131 0.004115
6239 134 0.012500
6239 705 0.007812
6239 705 0.007812
6239 705 0.007812
6241 5774 0.166667
6241 6242 0.166667
6241 5873 0.083333
6242 5873 0.083333
6242 5873 0.083333
6242 5873 0.083333
6242 5873 0.083333
6242 5873 0.083333
6242 5358 0.090909
6243 6244 0.055556
6243 6688 1.000000
6243 6244 0.055556
6243 7234 0.500000
6243 6244 0.055556
6243 7234 0.500000
6243 6244 0.055556
6243 6244 0.055556
6243 6244 0.055556
6243 8611 0.500000
6244 8611 0.500000
6244 9717 1.000000
6245 6246 1.000000
6247 2456 0.500000
6247 2457 0.142857
6248 4726 0.166667
6248 4726 0.166667
6249 6250 0.200000
6250 10003 0.500000
6250 13598 0.333333
6250 13599 0.250000
6250 5940 1.000000
6251 6252 0.076923
6253 3707 0.142857
6253 3707 0.142857
6253 3708 0.090909
6255 6256 1.000000
6257 2571 0.142857
6257 2573 0.029412
6258 6259 0.142857
6259 7268 0.125000
6260 2676 0.200000
6261 6262 0.500000
6261 1127 0.090909
6261 9411 0.333333
6262 1127 0.090909
6262 1127 0.090909
6263 6264 1.000000
6265 1617 0.022727
6265 1617 0.022727
6265 1617 0.022727
6265 7835 0.166667
6265 1617 0.022727
6265 1617 0.022727
6265 3463 0.040000
6265 1617 0.022727
6265 3463 0.040000
6265 1617 0.022727
6265 10355 0.083333
6265 7835 0.166667
6265 1617 0.022727
6265 7720 0.125000
6265 1617 0.022727
6265 10355 0.083333
6265 10355 0.083333
6265 10355 0.083333
6265 15189 1.000000
6265 1617 0.022727
6265 15190 0.333333
6265 10355 0.083333
6266 6267 0.333333
6266 6268 0.500000
6267 6268 0.500000
6270 6271 0.100000
6270 6271 0.100000
6270 6412 0.500000
6270 7048 0.250000
6270 6271 0.100000
6270 6271 0.100000
6270 7055 0.200000
6270 6271 0.100000
6270 7289 0.250000
6270 6271 0.100000
6270 7289 0.250000
6270 3011 0.142857
6270 8694 0.500000
6270 4944 0.090909
6271 6412 0.500000
6271 6413 0.333333
6271 7055 0.200000
6271 7289 0.250000
6271 6413 0.333333
6271 7289 0.250000
6271 7055 0.200000
6271 1137 0.333333
6271 1138 0.076923
6271 7055 0.200000
6271 9906 0.500000
6271 6765 0.050000
6271 6765 0.050000
6271 10873 0.200000
6271 6765 0.050000
6271 6765 0.050000
6271 10873 0.200000
6271 14000 0.250000
6271 6765 0.050000
6271 10873 0.200000
6271 14000 0.250000
6271 6765 0.050000
6271 14384 0.500000
6271 14385 0.333333
6272 6273 1.000000
6272 6274 0.142857
6273 6274 0.142857
6275 927 0.037037
6275 927 0.037037
6275 927 0.037037
6275 927 0.037037
6275 927 0.037037
6275 12167 0.333333
6276 6277 1.000000
6276 7996 0.250000
6276 862 0.025000
6276 10470 0.250000
6276 10470 0.250000
6276 10470 0.250000
6278 1240 0.111111
6278 4847 0.500000
6278 6279 0.090909
6278 1240 0.111111
6278 6279 0.090909
6278 1240 0.111111
6278 6279 0.090909
6280 6281 1.000000
6280 6282 0.500000
6281 6282 0.500000
6284 6285 0.333333
6284 6286 0.200000
6284 6287 0.125000
6284 6288 0.100000
6284 6289 0.200000
6284 6290 0.083333
6284 6285 0.333333
6284 6286 0.200000
6284 6287 0.125000
6284 6288 0.100000
6284 6290 0.083333
6285 6286 0.200000
6285 6287 0.125000
6285 6288 0.100000
6285 6289 0.200000
6285 6290 0.083333
6285 6286 0.200000
6285 6287 0.125000
6285 6288 0.100000
6285 6290 0.083333
6286 6287 0.125000
6286 6288 0.100000
6286 6289 0.200000
6286 6290 0.083333
6286 6287 0.125000
6286 6288 0.100000
6286 6290 0.083333
6287 6288 0.100000
6287 6289 0.200000
6287 6290 0.083333
6287 6288 0.100000
6287 6290 0.083333
6288 6289 0.200000
6288 6290 0.083333
6288 6290 0.083333
6289 6290 0.083333
6289 6284 1.000000
6289 6285 0.333333
6289 6286 0.200000
6289 6287 0.125000
6289 6288 0.100000
6289 6290 0.083333
6289 6287 0.125000
6291 6292 1.000000
6291 9315 0.166667
6291 9316 0.111111
6291 9315 0.166667
6291 9316 0.111111
6291 9315 0.166667
6291 9316 0.111111
6292 6291 0.250000
6292 9315 0.166667
6292 9316 0.111111
6292 6291 0.250000
6292 6291 0.250000
6292 9315 0.166667
6292 9316 0.111111
6292 6291 0.250000
6292 9315 0.166667
6292 9316 0.111111
6293 5051 1.000000
6293 5052 0.333333
6293 5053 0.200000
6294 6295 1.000000
6297 231 0.032258
6297 765 0.026316
6297 765 0.026316
6297 11051 0.500000
6297 195 0.023810
6297 192 0.250000
6297 12547 0.250000
6297 9363 0.076923
6297 192 0.250000
6297 192 0.250000
6297 10197 0.066667
6298 3423 0.100000
6300 6301 0.500000
6300 6302 0.333333
6301 6302 0.333333
6301 6362 0.333333
6301 2026 0.166667
6304 6305 0.142857
6304 724 0.032258
6305 724 0.032258
6305 724 0.032258
6305 724 0.032258
6305 724 0.032258
6305 724 0.032258
6305 2861 0.100000
6305 724 0.032258
6305 6095 0.045455
6305 6095 0.045455
6305 6095 0.045455
6306 1449 0.017241
6307 4575 0.333333
6307 2374 0.035714
6307 4575 0.333333
6307 2374 0.035714
6307 4575 0.333333
6307 2374 0.035714
6307 14852 1.000000
6308 6309 0.500000
6309 4800 0.045455
6309 1154 0.043478
6309 10085 0.142857
6310 6311 1.000000
6310 6312 0.500000
6311 6312 0.500000
6314 6315 0.500000
6314 6315 0.500000
6316 634 0.011905
6316 548 0.045455
6316 548 0.045455
6318 240 0.025000
6318 240 0.025000
6318 240 0.025000
6318 7220 0.200000
6318 240 0.025000
6318 240 0.025000
6318 1974 0.200000
6319 7 0.100000
6320 6321 1.000000
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 299 0.047619
6322 2384 0.111111
6322 299 0.047619
6323 6324 1.000000
6325 230 0.021277
6325 232 0.050000
6325 8131 0.090909
6325 8132 0.200000
6327 3927 0.166667
6328 6329 0.250000
6328 1890 0.014493
6328 1890 0.014493
6328 982 0.066667
6328 1890 0.014493
6328 982 0.066667
6328 1890 0.014493
6329 1890 0.014493
6329 133 0.013889
6329 133 0.013889
6329 1394 0.015873
6329 133 0.013889
6329 133 0.013889
6330 5085 0.071429
6330 214 0.014286
6330 5085 0.071429
6330 214 0.014286
6330 5085 0.071429
6330 214 0.014286
6330 8049 0.076923
6330 8386 0.166667
6330 8049 0.076923
6330 8386 0.166667
6330 8049 0.076923
6330 9349 1.000000
6330 8049 0.076923
6330 8386 0.166667
6330 8049 0.076923
6330 10538 0.500000
6330 1488 0.100000
6330 6675 0.021739
6330 11265 0.250000
6330 11265 0.250000
6331 201 0.020833
6333 255 0.058824
6333 1795 0.142857
6333 2820 0.111111
6333 255 0.058824
6334 754 0.035714
6334 6335 0.250000
6334 1966 0.038462
6334 887 0.030303
6334 754 0.035714
6334 6335 0.250000
6334 1966 0.038462
6334 754 0.035714
6334 754 0.035714
6334 3775 0.125000
6334 7350 0.333333
6334 7351 0.090909
6334 754 0.035714
6334 10935 1.000000
6334 11036 0.083333
6334 39 0.066667
6334 754 0.035714
6334 1282 0.038462
6334 754 0.035714
6334 13211 1.000000
6334 10772 0.166667
6334 11036 0.083333
6334 11036 0.083333
6335 1966 0.038462
6335 1966 0.038462
6337 3664 0.250000
6337 3664 0.250000
6339 6340 0.500000
6339 11779 1.000000
6340 2537 0.125000
6341 6342 1.000000
6341 3422 0.100000
6341 6343 0.250000
6341 3419 0.083333
6342 3422 0.100000
6342 6343 0.250000
6342 3419 0.083333
6343 3419 0.083333
6343 3419 0.083333
6344 6345 1.000000
6344 8262 0.333333
6346 6347 0.166667
6346 6347 0.166667
6346 5782 0.333333
6347 11613 0.333333
6347 11612 0.333333
6347 11615 0.142857
6347 2848 0.045455
6347 2848 0.045455
6347 2183 0.019231
6348 3908 0.038462
6349 6350 1.000000
6349 6351 0.500000
6349 6352 0.055556
6349 5233 0.142857
6349 6875 0.166667
6349 6352 0.055556
6349 14416 1.000000
6349 14417 0.500000
6350 6351 0.500000
6350 6352 0.055556
6351 6352 0.055556
6352 11225 1.000000
6352 4991 0.500000
6352 414 0.125000
6353 736 0.018182
6353 5254 0.083333
6353 9750 0.250000
6353 5254 0.083333
6353 9750 0.250000
6353 736 0.018182
6353 5254 0.083333
6353 12367 1.000000
6353 1260 0.200000
6356 6357 1.000000
6356 6358 0.500000
6357 6358 0.500000
6358 517 0.076923
6359 6360 1.000000
6359 6482 0.076923
6359 6482 0.076923
6359 6481 0.500000
6359 6483 0.076923
6359 10653 0.250000
6359 7780 1.000000
6359 6482 0.076923
6361 1969 0.045455
6362 2026 0.166667
6362 11340 0.200000
6362 393 0.047619
6362 11340 0.200000
6362 393 0.047619
6362 393 0.047619
6362 4913 0.076923
6363 6364 0.200000
6363 6106 1.000000
6364 11389 1.000000
6364 2624 0.200000
6364 14423 0.500000
6366 6367 0.200000
6366 2704 0.026316
6366 41 0.014925
6366 11868 0.125000
6366 11869 0.071429
6366 41 0.014925
6366 11868 0.125000
6366 11869 0.071429
6366 41 0.014925
6366 11868 0.125000
6366 11869 0.071429
6366 41 0.014925
6366 11868 0.125000
6366 11869 0.071429
6366 41 0.014925
6366 14657 0.333333
6367 7785 0.250000
6367 7786 0.100000
6367 4898 0.066667
6367 7785 0.250000
6367 7786 0.100000
6367 4898 0.066667
6367 7786 0.100000
6367 4898 0.066667
6367 7786 0.100000
6367 4898 0.066667
6368 6369 0.111111
6368 1292 0.009009
6368 3389 0.062500
6369 1292 0.009009
6369 3389 0.062500
6369 1292 0.009009
6369 3506 0.038462
6369 1292 0.009009
6369 3506 0.038462
6369 1292 0.009009
6369 1292 0.009009
6369 3506 0.038462
6369 3506 0.038462
6370 6371 0.100000
6370 6372 0.100000
6370 6371 0.100000
6370 6372 0.100000
6370 6371 0.100000
6370 6372 0.100000
6370 6371 0.100000
6370 6372 0.100000
6370 6371 0.100000
6370 6372 0.100000
6370 9501 1.000000
6370 6371 0.100000
6370 6371 0.100000
6370 6371 0.100000
6370 13590 1.000000
6371 6372 0.100000
6371 6372 0.100000
6371 6372 0.100000
6371 6372 0.100000
6371 6372 0.100000
6371 6370 0.500000
6373 5717 0.200000
6373 3814 0.125000
6374 6375 0.166667
6374 6376 0.200000
6374 6375 0.166667
6374 6376 0.200000
6374 13363 0.500000
6374 13363 0.500000
6374 14356 0.500000
6375 6376 0.200000
6375 6376 0.200000
6377 4731 0.090909
6377 8426 1.000000
6377 4731 0.090909
6377 4731 0.090909
6377 4731 0.090909
6377 4731 0.090909
6378 6379 1.000000
6380 5406 1.000000
6381 6382 1.000000
6381 6383 0.500000
6382 6383 0.500000
6382 14583 1.000000
6382 14584 0.500000
6382 14585 0.333333
6385 6386 1.000000
6388 6389 1.000000
6390 915 0.200000
6390 915 0.200000
6390 917 0.142857
6390 14360 1.000000
6390 9395 0.333333
6391 10024 0.250000
6391 10024 0.250000
6392 6393 1.000000
6393 6394 1.000000
6393 3989 0.500000
6394 3989 0.500000
6395 6396 0.166667
6395 3846 0.090909
6395 6397 0.333333
6396 3846 0.090909
6396 6397 0.333333
6396 3846 0.090909
6396 12624 0.500000
6396 12625 0.333333
6398 6399 1.000000
6400 5034 0.166667
6400 5035 0.076923
6400 6401 0.142857
6400 6402 0.125000
6400 5034 0.166667
6400 5035 0.076923
6400 6401 0.142857
6400 6402 0.125000
6400 6401 0.142857
6400 5034 0.166667
6400 5035 0.076923
6400 5034 0.166667
6400 5035 0.076923
6400 5034 0.166667
6400 5035 0.076923
6401 6402 0.125000
6401 6402 0.125000
6401 5034 0.166667
6401 5035 0.076923
6403 2916 0.100000
6404 1348 0.166667
6407 4625 0.333333
6407 6408 0.333333
6407 6408 0.333333
6409 6410 0.250000
6409 6411 0.100000
6409 6410 0.250000
6409 6411 0.100000
6409 6840 0.200000
6409 6840 0.200000
6410 6411 0.100000
6410 6411 0.100000
6414 3128 0.033333
6415 6416 1.000000
6415 6417 0.500000
6416 6417 0.500000
6417 10357 0.200000
6419 6420 1.000000
6419 4635 0.500000
6419 4636 0.125000
6420 4635 0.500000
6420 4636 0.125000
6421 6422 0.500000
6421 6422 0.500000
6423 6424 0.500000
6423 6424 0.500000
6425 6426 1.000000
6427 6428 1.000000
6429 6430 0.250000
6429 7186 1.000000
6429 6430 0.250000
6429 6430 0.250000
6429 6873 0.071429
6429 6873 0.071429
6430 6873 0.071429
6432 1464 0.071429
6432 1465 0.047619
6432 1464 0.071429
6432 1465 0.047619
6434 1795 0.142857
6434 557 0.200000
6434 128 0.020408
6434 5000 0.041667
6434 5664 0.052632
6435 6436 0.142857
6435 13179 1.000000
6435 6436 0.142857
6436 7212 0.250000
6437 1859 0.200000
6437 1859 0.200000
6437 8735 0.200000
6437 8735 0.200000
6437 1859 0.200000
6438 6439 1.000000
6438 6440 0.500000
6438 3913 0.500000
6439 6440 0.500000
6440 3914 0.058824
6442 2519 0.200000
6442 6443 0.500000
6442 6444 0.333333
6443 6444 0.333333
6445 5239 0.058824
6445 5239 0.058824
6445 5239 0.058824
6445 5239 0.058824
6445 2932 0.071429
6445 5239 0.058824
6446 6447 0.333333
6446 6448 0.500000
6446 6449 0.333333
6446 6450 0.142857
6446 6447 0.333333
6446 6450 0.142857
6447 6448 0.500000
6447 6449 0.333333
6447 6450 0.142857
6447 6450 0.142857
6448 6449 0.333333
6448 6450 0.142857
6449 6450 0.142857
6449 6446 1.000000
6449 6447 0.333333
6449 6450 0.142857
6451 415 0.020833
6451 415 0.020833
6452 487 0.017241
6452 9978 0.166667
6452 487 0.017241
6453 5383 0.250000
6454 401 0.037037
6454 415 0.020833
6454 326 0.062500
6454 401 0.037037
6454 401 0.037037
6454 401 0.037037
6454 5007 0.058824
6454 10071 0.090909
6454 7004 0.500000
6454 637 0.023810
6454 7091 0.083333
6455 3553 0.030303
6455 3553 0.030303
6455 3553 0.030303
6455 3553 0.030303
6455 3631 0.333333
6455 3553 0.030303
6455 3553 0.030303
6455 3553 0.030303
6455 3631 0.333333
6455 3553 0.030303
6455 3631 0.333333
6455 11777 0.500000
6455 12778 0.083333
6455 474 0.022727
6455 3553 0.030303
6455 12778 0.083333
6455 5487 1.000000
6455 3553 0.030303
6455 474 0.022727
6455 6215 0.200000
6455 3553 0.030303
6456 141 0.200000
6456 142 0.030303
6456 143 0.015625
6456 141 0.200000
6456 142 0.030303
6456 142 0.030303
6456 143 0.015625
6456 142 0.030303
6456 4545 0.045455
6456 143 0.015625
6456 142 0.030303
6456 143 0.015625
6456 8744 0.050000
6456 210 0.016393
6456 5007 0.058824
6456 12593 0.125000
6456 8744 0.050000
6456 142 0.030303
6456 143 0.015625
6457 1852 0.047619
6457 3524 0.058824
6457 1852 0.047619
6457 3524 0.058824
6457 1852 0.047619
6457 3524 0.058824
6457 3524 0.058824
6458 5801 0.333333
6458 6459 0.500000
6458 5801 0.333333
6460 8856 0.062500
6460 4799 0.200000
6460 4047 0.071429
6461 1852 0.047619
6461 1852 0.047619
6461 1555 0.250000
6461 1852 0.047619
6461 13681 1.000000
6461 1852 0.047619
6462 3280 0.142857
6462 942 0.031250
6462 940 0.052632
6463 6464 0.166667
6464 7111 0.333333
6464 7110 0.333333
6464 37 0.052632
6464 4067 0.166667
6465 5773 0.111111
6466 6467 1.000000
6468 2290 0.333333
6468 2290 0.333333
6468 4133 0.111111
6468 613 0.021739
6469 6470 0.500000
6469 1998 0.250000
6469 1189 0.071429
6469 6470 0.500000
6469 1998 0.250000
6469 1189 0.071429
6470 1998 0.250000
6470 1189 0.071429
6470 1998 0.250000
6470 1189 0.071429
6471 6472 1.000000
6471 12686 1.000000
6471 4693 0.142857
6473 5792 1.000000
6473 6474 0.500000
6473 11351 1.000000
6475 6476 0.500000
6475 1855 0.055556
6476 1855 0.055556
6477 1102 0.047619
6477 1102 0.047619
6477 7240 0.041667
6477 7241 0.333333
6477 258 0.050000
6477 3632 0.090909
6477 7356 0.125000
6477 7356 0.125000
6477 7356 0.125000
6477 11119 0.166667
6477 7356 0.125000
6477 12549 0.500000
6477 9959 0.125000
6477 12573 0.125000
6477 9860 0.333333
6477 1102 0.047619
6477 7240 0.041667
6477 4048 0.019608
6477 12549 0.500000
6477 9959 0.125000
6477 13538 1.000000
6477 12573 0.125000
6477 14340 0.333333
6477 12573 0.125000
6477 7240 0.041667
6477 12573 0.125000
6477 4048 0.019608
6477 12573 0.125000
6477 6492 0.142857
6477 7356 0.125000
6477 14340 0.333333
6477 7240 0.041667
6477 14202 1.000000
6477 1102 0.047619
6477 7240 0.041667
6477 4048 0.019608
6478 6479 0.200000
6478 6479 0.200000
6479 7771 1.000000
6479 7772 0.166667
6479 582 0.047619
6479 6478 0.250000
6479 6478 0.250000
6479 10199 0.333333
6479 10199 0.333333
6479 6478 0.250000
6479 10199 0.333333
6479 118 0.026316
6480 1402 0.333333
6480 1402 0.333333
6481 6482 0.076923
6481 6483 0.076923
6481 6483 0.076923
6481 10653 0.250000
6481 14339 1.000000
6481 6347 0.166667
6481 14766 1.000000
6481 3405 0.500000
6481 14767 0.333333
6481 14768 0.250000
6481 6482 0.076923
6482 6483 0.076923
6482 9203 0.500000
6482 6359 0.500000
6482 6481 0.500000
6482 6483 0.076923
6482 10653 0.250000
6482 8302 0.076923
6482 6359 0.500000
6482 8302 0.076923
6482 14053 1.000000
6482 8302 0.076923
6482 8007 0.125000
6483 6482 0.076923
6483 6482 0.076923
6483 6482 0.076923
6483 9203 0.500000
6483 10653 0.250000
6483 10807 0.037037
6483 14553 0.125000
6483 10807 0.037037
6483 14553 0.125000
6483 10807 0.037037
6484 6485 1.000000
6484 4716 0.090909
6484 4716 0.090909
6484 11885 0.333333
6484 4716 0.090909
6486 690 0.058824
6487 2004 0.166667
6487 8257 0.500000
6487 12572 0.333333
6487 12572 0.333333
6487 10534 0.142857
6487 7369 0.029412
6487 41 0.014925
6487 15126 1.000000
6487 10534 0.142857
6487 41 0.014925
6490 307 0.022727
6491 3060 0.333333
6491 4913 0.076923
6492 1103 0.012048
6492 1103 0.012048
6492 1103 0.012048
6492 11606 0.500000
6492 1103 0.012048
6492 6698 0.111111
6494 6495 0.142857
6494 773 0.052632
6494 6495 0.142857
6494 773 0.052632
6494 1869 0.014706
6494 6495 0.142857
6494 773 0.052632
6494 1869 0.014706
6494 6495 0.142857
6494 773 0.052632
6494 8006 0.500000
6494 6561 0.041667
6494 359 0.009524
6494 9241 0.090909
6494 6561 0.041667
6494 3735 0.333333
6494 8744 0.050000
6494 27 0.009524
6494 100 0.006623
6494 566 0.050000
6494 100 0.006623
6494 4252 0.047619
6494 6561 0.041667
6494 2955 0.040000
6494 100 0.006623
6494 100 0.006623
6494 4252 0.047619
6494 100 0.006623
6494 2717 0.031250
6494 100 0.006623
6494 100 0.006623
6494 566 0.050000
6494 2717 0.031250
6494 100 0.006623
6495 773 0.052632
6495 773 0.052632
6495 773 0.052632
6495 773 0.052632
6496 10425 0.200000
6496 8778 0.076923
6496 10112 0.200000
6499 6500 1.000000
6499 6501 0.500000
6500 6501 0.500000
6502 2558 0.250000
6504 6505 1.000000
6507 6508 1.000000
6507 8195 0.071429
6507 7984 0.055556
6507 8195 0.071429
6507 7984 0.055556
6509 5595 0.333333
6510 6511 1.000000
6512 6513 0.166667
6512 6513 0.166667
6512 6513 0.166667
6512 6513 0.166667
6512 6513 0.166667
6512 10710 1.000000
6512 10711 0.500000
6512 9599 1.000000
6512 2774 0.090909
6512 12307 0.200000
6512 12307 0.200000
6512 13892 1.000000
6512 13893 0.500000
6512 12307 0.200000
6512 13894 0.142857
6512 11927 0.500000
6512 11927 0.500000
6514 6515 0.100000
6516 2779 0.250000
6516 5518 0.200000
6516 10042 0.333333
6516 10136 0.125000
6516 10137 0.111111
6516 10961 0.090909
6517 2904 0.500000
6517 6518 0.500000
6519 6520 1.000000
6519 6521 0.500000
6519 6522 0.333333
6520 6521 0.500000
6520 6522 0.333333
6521 6522 0.333333
6523 6524 1.000000
6525 6526 1.000000
6525 6527 0.500000
6525 6528 0.333333
6526 6527 0.500000
6526 6528 0.333333
6527 6528 0.333333
6529 6530 0.333333
6529 6773 1.000000
6529 6530 0.333333
6531 6532 0.500000
6531 6532 0.500000
6533 6534 1.000000
6535 6536 1.000000
6537 6538 1.000000
6539 6540 1.000000
6539 6124 0.250000
6539 6124 0.250000
6539 6124 0.250000
6539 11255 0.500000
6540 6124 0.250000
6541 3647 0.058824
6542 2114 0.021739
6543 3770 0.027027
6544 535 0.022727
6544 556 0.018182
6544 9729 0.090909
6544 556 0.018182
6544 9729 0.090909
6544 556 0.018182
6544 9729 0.090909
6544 556 0.018182
6544 9729 0.090909
6544 9480 0.066667
6544 9480 0.066667
6545 3481 0.333333
6545 721 0.033333
6545 795 0.166667
6545 1728 0.031250
6545 76 0.014706
6545 76 0.014706
6547 122 0.015152
6547 6803 0.100000
6547 9347 0.166667
6547 9710 0.200000
6547 11385 0.142857
6547 11385 0.142857
6548 3493 0.333333
6549 6550 0.500000
6549 1103 0.012048
6549 6551 0.166667
6549 6550 0.500000
6549 1103 0.012048
6549 6551 0.166667
6550 1103 0.012048
6550 6551 0.166667
6550 1103 0.012048
6550 6551 0.166667
6552 2315 0.200000
6552 6369 0.111111
6552 1292 0.009009
6552 3506 0.038462
6553 1755 0.035714
6555 6556 0.333333
6557 6659 0.076923
6557 3029 0.022222
6558 6559 0.200000
6558 1677 0.066667
6559 1677 0.066667
6559 4658 0.142857
6559 6558 0.100000
6559 6558 0.100000
6559 1677 0.066667
6559 12128 0.333333
6559 6558 0.100000
6560 1746 0.200000
6560 1313 0.028571
6560 1746 0.200000
6560 367 0.047619
6560 4576 0.071429
6560 1313 0.028571
6560 1746 0.200000
6560 4576 0.071429
6560 1313 0.028571
6560 1746 0.200000
6560 4576 0.071429
6560 1313 0.028571
6561 359 0.009524
6561 3482 0.041667
6561 359 0.009524
6561 359 0.009524
6561 6808 0.058824
6561 359 0.009524
6561 3482 0.041667
6561 657 0.066667
6561 1037 0.071429
6561 3482 0.041667
6561 359 0.009524
6561 9241 0.090909
6561 359 0.009524
6561 9241 0.090909
6561 359 0.009524
6561 9241 0.090909
6561 5539 0.062500
6561 11597 0.500000
6561 3320 0.058824
6561 3677 0.019231
6561 2955 0.040000
6561 3320 0.058824
6561 3320 0.058824
6561 9658 0.111111
6561 3320 0.058824
6561 7019 0.062500
6561 9658 0.111111
6561 9658 0.111111
6561 14653 0.250000
6562 6563 0.050000
6562 307 0.022727
6562 6563 0.050000
6562 8302 0.076923
6562 307 0.022727
6563 307 0.022727
6563 8302 0.076923
6563 307 0.022727
6563 3268 0.100000
6563 3268 0.100000
6563 8302 0.076923
6563 307 0.022727
6564 1391 0.166667
6564 2708 0.033333
6565 5212 0.250000
6565 1969 0.045455
6565 1969 0.045455
6565 1969 0.045455
6565 12448 0.125000
6565 12012 1.000000
6565 12448 0.125000
6565 9360 0.333333
6565 1969 0.045455
6565 12446 0.166667
6565 1969 0.045455
6566 2400 0.066667
6566 2400 0.066667
6566 2400 0.066667
6566 117 0.055556
6566 2400 0.066667
6568 4176 0.100000
6568 4177 0.166667
6568 5774 0.166667
6568 4176 0.100000
6569 3249 0.250000
6571 525 0.033333
6571 525 0.033333
6571 5893 0.027027
6571 525 0.033333
6571 2375 0.043478
6571 8147 0.041667
6571 3320 0.058824
6571 8147 0.041667
6571 1256 0.031250
6571 8147 0.041667
6571 60 0.020833
6571 3067 0.066667
6571 60 0.020833
6571 60 0.020833
6571 60 0.020833
6571 60 0.020833
6571 5661 0.038462
6571 7109 0.125000
6571 60 0.020833
6571 7109 0.125000
6571 5682 0.023256
6571 3319 0.076923
6571 5896 0.100000
6571 3067 0.066667
6571 5661 0.038462
6572 200 0.009434
6572 131 0.004115
6572 200 0.009434
6572 131 0.004115
6572 6891 0.020833
6572 200 0.009434
6572 131 0.004115
6572 200 0.009434
6572 131 0.004115
6572 134 0.012500
6572 6891 0.020833
6572 200 0.009434
6572 131 0.004115
6572 6891 0.020833
6572 200 0.009434
6572 131 0.004115
6572 134 0.012500
6573 866 0.032258
6573 639 0.004425
6573 944 0.166667
6573 839 0.058824
6573 7013 0.333333
6573 1764 0.058824
6573 6997 0.071429
6573 944 0.166667
6573 2636 0.041667
6573 7352 0.083333
6573 8015 1.000000
6573 639 0.004425
6573 5920 0.500000
6573 4136 0.333333
6573 6719 0.500000
6573 9199 0.500000
6573 1658 0.071429
6573 9199 0.500000
6573 944 0.166667
6573 2636 0.041667
6573 639 0.004425
6573 639 0.004425
6573 11005 1.000000
6573 944 0.166667
6573 1658 0.071429
6573 639 0.004425
6573 9483 0.090909
6573 6719 0.500000
6573 1658 0.071429
6573 1658 0.071429
6573 744 0.038462
6573 639 0.004425
6573 944 0.166667
6573 3530 0.058824
6573 944 0.166667
6573 7013 0.333333
6573 1658 0.071429
6573 639 0.004425
6573 2479 0.500000
6573 639 0.004425
6573 2210 0.076923
6573 1658 0.071429
6573 639 0.004425
6575 6576 0.142857
6577 2020 0.111111
6577 2167 0.021277
6578 2315 0.200000
6578 1292 0.009009
6578 559 0.008197
6579 274 0.011364
6579 274 0.011364
6579 274 0.011364
6580 2634 0.029412
6580 1256 0.031250
6580 222 0.029412
6580 6134 0.500000
6580 205 0.050000
6580 5007 0.058824
6580 382 0.014085
6580 9752 0.055556
6580 6138 0.200000
6581 885 0.016393
6581 885 0.016393
6583 3247 0.030303
6583 3247 0.030303
6583 7579 0.250000
6583 7580 0.333333
6583 2305 0.052632
6583 2305 0.052632
6583 7951 0.050000
6583 2305 0.052632
6583 3247 0.030303
6583 3247 0.030303
6583 1405 0.055556
6583 7951 0.050000
6583 953 0.018519
6583 7951 0.050000
6583 953 0.018519
6583 7951 0.050000
6583 953 0.018519
6583 124 0.023810
6583 3247 0.030303
6583 7951 0.050000
